source_path,destination_path,bytes,sha256,disposition
artifacts/implementation_amendments/phase_03/P03-L3-IMPL-AMEND-NO-RULE-R1/runtime_overlay.py,artifacts/implementation_amendments/phase_03/P03-L3-IMPL-AMEND-NO-RULE-R1/runtime_overlay.py,49505,4b4aa2d0fd0d648c1a852c80465a5aa823a4464daf276ec2c4d7c4301694e01c,COPIED_BYTE_IDENTICAL
artifacts/layer0_handoff/phase_03/claim_evidence_input.yaml,artifacts/layer0_handoff/phase_03/claim_evidence_input.yaml,22429,4e6b9117d070c1a0737b72ffabdc72a2c5ba5b2704bfa92e2bdb053e1a3a49a0,COPIED_BYTE_IDENTICAL
artifacts/layer0_handoff/phase_03/layer0_claim_handoff.yaml,artifacts/layer0_handoff/phase_03/layer0_claim_handoff.yaml,22941,087812be5e68900e5674766a69197ae3af1d800d22a2b2e72230d89d9a029b2c,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/calibration_dashboard_metric_record_index.json,artifacts/layer10_source_bundle/phase_03/calibration_dashboard_metric_record_index.json,327,9690f375536524d970efab5350421ee18369a64eea14d95b7843e8a3f915736c,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/cards/reliability_card_source_manifest.json,artifacts/layer10_source_bundle/phase_03/cards/reliability_card_source_manifest.json,457,d93a4a105aadf299fcd594517067d0d3ce49df191fae288bd64999559e49151f,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/cards/reliability_cards.jsonl,artifacts/layer10_source_bundle/phase_03/cards/reliability_cards.jsonl,523915,ee19c6584ce8c85d7d272b240573dea191002c481b7fd0bb24b68c5b8ea2abf6,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/checksums.sha256,artifacts/layer10_source_bundle/phase_03/checksums.sha256,1176,fff188c7816a30f586fd326c10c645bb352e6907c84ed022b3a98993105a9b28,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/figure_source_data/figure_source_dataset_manifest.json,artifacts/layer10_source_bundle/phase_03/figure_source_data/figure_source_dataset_manifest.json,2115,db77ab3b1ae5605457416431ba1053f3a446fd95e89ac278dbb77065d96cb9df,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/figure_source_data/reliability_bins.csv,artifacts/layer10_source_bundle/phase_03/figure_source_data/reliability_bins.csv,482743,980841e313fc61faa6d25edd4981ed9d243141ad818e50d02ea749e693ccc325,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/layer10_source_contract.json,artifacts/layer10_source_bundle/phase_03/layer10_source_contract.json,451,a14af6a4d9594e3da9954096f56fdaaef1314233c8beabf54c145bc9acdfb3ce,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/layer10_source_manifest.json,artifacts/layer10_source_bundle/phase_03/layer10_source_manifest.json,3680,a593e4d2e35bba007f9c129b142320301e2530edec9c8b5724262a8788c4a22d,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/source_dataset_index.json,artifacts/layer10_source_bundle/phase_03/source_dataset_index.json,1163,a7ad067f5c761c5223ae8251680208476106f07c41cb79c124ba87c594d27f28,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/table_source_data/group_budget_audit.csv,artifacts/layer10_source_bundle/phase_03/table_source_data/group_budget_audit.csv,436355,64895c333f8d143a6b598e8b90e95223e9ff5cc16b5ca539a732fcc7fb57434b,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/table_source_data/negative_results.jsonl,artifacts/layer10_source_bundle/phase_03/table_source_data/negative_results.jsonl,846845,15b9caf4d091435fbf76fe7d7117e1d5d36e5e4f66ec71b503990c55a7c63aea,COPIED_BYTE_IDENTICAL
artifacts/layer10_source_bundle/phase_03/table_source_data/table_source_dataset_manifest.json,artifacts/layer10_source_bundle/phase_03/table_source_data/table_source_dataset_manifest.json,1949,779d710a037689ded5c5fd82598774eef6a4b3de95dddaf3274bfb88dd8411ce,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE08-GOVERNED-SERIALIZATION-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE08-GOVERNED-SERIALIZATION-SUCCESSOR-R1.json,218790,658f131b59eb0fbbb40f18ea75f557020bfb97becc7f6b8a883bd230a12d1a15,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE08-GOVERNED-SERIALIZATION-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE08-GOVERNED-SERIALIZATION-SUCCESSOR-R1_RECEIPT.json,1692,8ef71a96a3c82a9962d9516fd0ea6038ae98708a52676d7491244b2c0a547949,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE09-CANDIDATE-SERIALIZATION-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE09-CANDIDATE-SERIALIZATION-SUCCESSOR-R1.json,258693,f4134ac8a4eea562e3ae31a8a36120ac40ff2dbc3c445ae503059ca46fa0e666,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE09-CANDIDATE-SERIALIZATION-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE09-CANDIDATE-SERIALIZATION-SUCCESSOR-R1_RECEIPT.json,1117,09dca7369e5667bf331c75a40d57bc70c40542850112238c1a13253af9c10188,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE10-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE10-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1.json,230633,800267bc0ecd7762f5bc47b355dd6ec191890890c4f2d67f4cb62b5b0bee5b32,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE10-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE10-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1_RECEIPT.json,1157,bd210741af3d88e93a0b997b0d8a2a9238a23d7b90e27c3dd85de1ebbaa7efd2,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE11-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE11-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1.json,2360003,3346d9bd2b4f859e9b12bd751da7bfbb5851d61d90d80273187f871198a4333f,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE11-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE11-CALIBRATIONRECORD-LINEAGE-SUCCESSOR-R1_RECEIPT.json,1236,053a17f5d38cd0394e586638b84c613fc6a1afd7426fb08e1a28f06fef6710e2,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE12-EVIDENCE-SERIALIZATION-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE12-EVIDENCE-SERIALIZATION-SUCCESSOR-R1.json,270697,41c529fd358856934503d883475a145707d34c76248eeb305d4dfa90c96b4e21,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE12-EVIDENCE-SERIALIZATION-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE12-EVIDENCE-SERIALIZATION-SUCCESSOR-R1_RECEIPT.json,2137,f90a77bfbfac898947807471e2d79a035f7a2edd439f39b7e1fea1a358155cca,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE13-UNCERTAINTYRECORD-SEMANTIC-LINEAGE-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE13-UNCERTAINTYRECORD-SEMANTIC-LINEAGE-SUCCESSOR-R1.json,1168209,cdd22aa4f6f753e55db693cae4c66d10fdd6c78f307a705a19f1e717e8218542,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE13-UNCERTAINTYRECORD-SEMANTIC-LINEAGE-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE13-UNCERTAINTYRECORD-SEMANTIC-LINEAGE-SUCCESSOR-R1_RECEIPT.json,1513,ab096dfdcf8ce96cf89c374b38ed7a5d305135b3b2536d7749947da00326a405,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE15-SELECTIVEPREDICTIONRECORD-LINEAGE-SUCCESSOR-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE15-SELECTIVEPREDICTIONRECORD-LINEAGE-SUCCESSOR-R1.json,192860,95b8cad65e66b8477ff42b9c672723bfb6ddb087153809702aa00ae6b1fff807,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE15-SELECTIVEPREDICTIONRECORD-LINEAGE-SUCCESSOR-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE15-SELECTIVEPREDICTIONRECORD-LINEAGE-SUCCESSOR-R1_RECEIPT.json,1208,94e71e10b6b8898893d4fd74aa0cb1c7a11f4e54f7f216d3fcced117b5b493c8,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE16-A3-PRODUCT-LINEAGE-HARDENING-R2.json,artifacts/manifests/phase_03/P03-C8-STAGE16-A3-PRODUCT-LINEAGE-HARDENING-R2.json,2570,7b1cb52c878280dc66abdf133111ca227c97bf7520c7a268e68c3939ccb947b2,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE16-A3-PRODUCT-LINEAGE-HARDENING-R2_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE16-A3-PRODUCT-LINEAGE-HARDENING-R2_RECEIPT.json,614,16d660b0802f180f4ab7511dbac50cd97f7b944631becea5a8e0bff4da06ad6f,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE17-THRESHOLDREGISTRY-EVIDENCE-HARDENING-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE17-THRESHOLDREGISTRY-EVIDENCE-HARDENING-R1.json,2692,320ba99a36c1a7d6501fce7c1c92cda2853642cf056131fce3e6cbe06f4ec801,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE17-THRESHOLDREGISTRY-EVIDENCE-HARDENING-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE17-THRESHOLDREGISTRY-EVIDENCE-HARDENING-R1_RECEIPT.json,536,03b117131de102ff3df38066ff05117d03c4cc99e0d84621689ef0a8f5ecce35,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE18-MATCHED-OPERATING-POINT-EVIDENCE-HARDENING-R2.json,artifacts/manifests/phase_03/P03-C8-STAGE18-MATCHED-OPERATING-POINT-EVIDENCE-HARDENING-R2.json,1487,cbbc1e88796617b8a323b8518cef0275b72fd49c83af34fdc9d417583cccaa48,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE18-MATCHED-OPERATING-POINT-EVIDENCE-HARDENING-R2_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE18-MATCHED-OPERATING-POINT-EVIDENCE-HARDENING-R2_RECEIPT.json,576,43245bcd19824ab963aba8814cb1967f79d1de688af935557c341162ad3b4a8e,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE19-GROUPBUDGET-EVIDENCE-HARDENING-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE19-GROUPBUDGET-EVIDENCE-HARDENING-R1.json,2544,faba4a40a804a8da6bd0b9af31ee263c753dd4d723a3df0f404e1a8f24123b2e,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE19-GROUPBUDGET-EVIDENCE-HARDENING-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE19-GROUPBUDGET-EVIDENCE-HARDENING-R1_RECEIPT.json,518,ab82404fc58921bb80844fd1210241da59ec30dbbd00cbfb7d99780712723738,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE20-NEGATIVE-EVIDENCE-HARDENING-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE20-NEGATIVE-EVIDENCE-HARDENING-R1.json,2670,0a453ada9ef5471dd039802da8d3823447b2f746d448ccad00f34bf333b0d2c7,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE20-NEGATIVE-EVIDENCE-HARDENING-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE20-NEGATIVE-EVIDENCE-HARDENING-R1_RECEIPT.json,542,73e80d2ac29d2be69e0064ae8f9a82efa1df09dc6f083c3cd60f538d8dc95a06,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE21-DOCUMENTARY-HANDOFF-EVIDENCE-HARDENING-R2.json,artifacts/manifests/phase_03/P03-C8-STAGE21-DOCUMENTARY-HANDOFF-EVIDENCE-HARDENING-R2.json,2818,b4151b96f0b7b07e73c3495f65de43df387cb36d955c91e6d967f301ae2c985f,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE21-DOCUMENTARY-HANDOFF-EVIDENCE-HARDENING-R2_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE21-DOCUMENTARY-HANDOFF-EVIDENCE-HARDENING-R2_RECEIPT.json,448,ecfda4fac79b20e4843cfdb8792abcbd82277a2132a9cf275f81371a7b995e0d,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE22-GOVERNED-SCHEMA-SCANNER-AUDIT-RECOVERY-R2.json,artifacts/manifests/phase_03/P03-C8-STAGE22-GOVERNED-SCHEMA-SCANNER-AUDIT-RECOVERY-R2.json,2494,59109875db4741c5652993838c686c1d9671a54639d2edf7d65574a036490528,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE22-GOVERNED-SCHEMA-SCANNER-AUDIT-RECOVERY-R2_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE22-GOVERNED-SCHEMA-SCANNER-AUDIT-RECOVERY-R2_RECEIPT.json,535,21f244ad6cd56f641ad17d799b2f4fb0c03b30f3bfb7bd8c982c577fb5bd61c6,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE22-HANDOFF-CANONICALIZATION-HARDENING-R1.json,artifacts/manifests/phase_03/P03-C8-STAGE22-HANDOFF-CANONICALIZATION-HARDENING-R1.json,2820,b251f3f134f5d4a00495bc2f08c86f0f7a4b228f6bf9098fc291f78328eca1bf,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE22-HANDOFF-CANONICALIZATION-HARDENING-R1_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE22-HANDOFF-CANONICALIZATION-HARDENING-R1_RECEIPT.json,449,46122885b578754330bab805c2167d69e7fd9bab3ba2df9730224cd6c9ebfa76,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE23-SUFFICIENCY-PARITY-EVIDENCE-HARDENING-R2.json,artifacts/manifests/phase_03/P03-C8-STAGE23-SUFFICIENCY-PARITY-EVIDENCE-HARDENING-R2.json,4358,e90cd8a4e8d955105cd89fccfbf3754d1724943159d1eb80b97c5224c5b35371,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE23-SUFFICIENCY-PARITY-EVIDENCE-HARDENING-R2_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE23-SUFFICIENCY-PARITY-EVIDENCE-HARDENING-R2_RECEIPT.json,568,09be2a385779d83ea4697e7b6bf39efd7c868f811ab6408e17b17439140f9af1,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE24-FINAL-EXPORT-CHECKSUM-SECRET-SCAN-HARDENING-R3.json,artifacts/manifests/phase_03/P03-C8-STAGE24-FINAL-EXPORT-CHECKSUM-SECRET-SCAN-HARDENING-R3.json,3605,0014a5557ccafa12bfbbbf85b2220c3eecb482b3e6d4b2f083ff1001d87670ad,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE24-FINAL-EXPORT-CHECKSUM-SECRET-SCAN-HARDENING-R3_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE24-FINAL-EXPORT-CHECKSUM-SECRET-SCAN-HARDENING-R3_RECEIPT.json,547,522260d6866b2482c40d6e2a9abea1a8d7e8c1c2cd3f0e9fc4d0f3a9328dcc0b,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE24-MANIFEST-CLOSURE-AUDIT-RECOVERY-R4.json,artifacts/manifests/phase_03/P03-C8-STAGE24-MANIFEST-CLOSURE-AUDIT-RECOVERY-R4.json,3204,11bbc3db0c01c2e3e9f901a000c98260568aef564eff2d796fb9d27bdafef30a,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/P03-C8-STAGE24-MANIFEST-CLOSURE-AUDIT-RECOVERY-R4_RECEIPT.json,artifacts/manifests/phase_03/P03-C8-STAGE24-MANIFEST-CLOSURE-AUDIT-RECOVERY-R4_RECEIPT.json,525,2aba1aec983d850210a10f159efba342459790310131c071aeb6e04cb2b44f4c,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/artifact_traceability.csv,artifacts/manifests/phase_03/artifact_traceability.csv,23918,bdf19ab7c456a50af1596c761655749a73c6a87f1aff12da40b54025f7a3ab08,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/artifact_traceability.json,artifacts/manifests/phase_03/artifact_traceability.json,41680,a687c61b83d8cf5a66bcf72a6ac12db01269621e286f20ec934a80f9adafdcd6,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/checksum_ledger.json,artifacts/manifests/phase_03/checksum_ledger.json,4363169,8fd27fda549268caff808081674b3b490c0a8ce4407637a3661cb614f2fc442e,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/checksums.sha256,artifacts/manifests/phase_03/checksums.sha256,923653,253e7c7c3881b6c04e3f487c15fd6fff82b095996d01978281068e8904ae8ccb,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/execution_manifest.json,artifacts/manifests/phase_03/execution_manifest.json,58397,a32de37a1429d5030cf297fcee2d6b36d002e2d23f4a2fbd01048d13330ec074,COPIED_BYTE_IDENTICAL
artifacts/manifests/phase_03/external_artifact_pointer.yaml,artifacts/manifests/phase_03/external_artifact_pointer.yaml,667,729ce5e19206564536643fbf64fc2c9b9188b3d832859023e827cf720e9f69a6,COPIED_BYTE_IDENTICAL
